No.;#_LOC;MOMBRE_LOCALIDAD;DANE11_ESTABLECIMIENTO_EDUCATIVO;DANE12_ESTABLECIMIENTO_EDUCATIVO;NOMBRE_ESTABLECIMIENTO_EDUCATIVO;NIT  (DISTRITALES NIT FSE);DANE11_SEDE_EDUCATIVA;DANE12_SEDE_EDUCATIVA;NOMBRE_SEDE_EDUCATIVA;CONSECUTIVO;ORDEN DE SEDE;SECTOR;CLASE;PRESTADOR DEL SERVICIO;ESTADO;ZONA;DIRECCION-GEO;BARRIO-GEO;TELEFONO;CORREO ELECTRONICO;WEB;CODIGO POSTAL;CALENDARIO;GENERO;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;GRADOS;MODELOS;CARACTER PARA LA MEDIA ;ESPECIALIDAD PARA LA MEDIA;ENFASIS PARA EL CARACTER ACADEMICO DE LA MEDIA ;RECTOR/DIRECTOR (COLEGIOS DISTRITALES ACTUALIZACION A 09-SEP-2024);CAPACIDADES EXCEPCIONALES;GRUPOS ETNICOS;BILINGÜISMO;REGIMEN Y CATEGORIA DE COSTOS;CHIP_1;CPF;ESTRATO_GEO;No_UPZ;NOMBRE_UPZ;SECTOR_CENSAL;COORDENADA LONGITUD (X);COORDENADA LATITUD (Y);NUMERO_UPL ;NOMBRE UPL
430;6;TUNJUELITO;11100111014;111001011011;COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED);8000298383;11100117942;111001017949;NUESTRA SEÑORA DE FATIMA;2;B;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;DG 52 A SUR # 33 - 81;FATIMA;2701812;itindpiloto6@educacionbogota.edu.co;www.tecnicopiloto.edu.co;110611;A;MIXTO;;;;;;;;;;;;;;;;;TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;;;;;TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;;;;;;JULIAN ALFONSO CASTAÑEDA OTALORA;TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0016LOZM;630;2;42;VENECIA;002408;-74,13850;4,58477;19;TUNJUELITO
431;6;TUNJUELITO;11100111014;111001011011;COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED);8000298383;11100118299;111001018295;FATIMA COLMOTORES;3;C;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;CL 54 SUR # 37 A - 37;MUZU;2704241;itindpiloto6@educacionbogota.edu.co;www.tecnicopiloto.edu.co;110611;A;MIXTO;;;;;;;;;;;;;;;;;;;PRIMERO|SEGUNDO|CUARTO|QUINTO;EDUCACION TRADICIONAL;;;;;;;PRIMERO|SEGUNDO|CUARTO|QUINTO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;;;;;;JULIAN ALFONSO CASTAÑEDA OTALORA;TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0017CEMS;614;2;42;VENECIA;002402;-74,14221;4,58684;19;TUNJUELITO
432;6;TUNJUELITO;11100111014;111001011011;COLEGIO INSTITUTO TECNICO INDUSTRIAL PILOTO (IED);8000298383;11100117969;111001017965;NUESTRA SEÑORA DEL ROSARIO;4;D;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;CL 51 SUR # 36 - 86;SAN VICENTE;2704201;itindpiloto6@educacionbogota.edu.co;www.tecnicopiloto.edu.co;110611;A;MIXTO;;;;;;;;;;;;;;;;;JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|QUINTO;EDUCACION TRADICIONAL;;;;;JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;QUINTO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;;;;;;JULIAN ALFONSO CASTAÑEDA OTALORA;TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN TECNOLOGIA;INDIGENAS;;;AAA0016KDXR;608;2;42;VENECIA;002408;-74,13771;4,58765;19;TUNJUELITO
433;6;TUNJUELITO;11100112274;111001012271;COLEGIO RAFAEL URIBE URIBE (IED);8605325305;11100112274;111001012271;RAFAEL URIBE URIBE;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 25 # 47 - 02 SUR;TUNAL ORIENTAL;7130308 -- 7242135/91 -- 2309420;coldirafaeluribeur6@educacionbogota.edu.co;;111811;A;MIXTO;JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;;;ACELERACION;ACELERACION DEL APRENDIZAJE;;;;;;;ACELERACION;ACELERACION DEL APRENDIZAJE;;;;;;;;;;;;;;;;;ACADEMICO-TECNICO;ACADEMICA-COMERCIAL;;JOHN WILLIAM VASQUEZ MORA;TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL EN TECNOLOGIA;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0014TORU;604;3;42;VENECIA;002401;-74,12892;4,58002;19;TUNJUELITO
434;6;TUNJUELITO;11100112274;111001012271;COLEGIO RAFAEL URIBE URIBE (IED);8605325305;11100118264;111001018261;NUESTRA SEÑORA DEL CARMEN;2;B;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;CL 48 B SUR # 28 - 75;SAMORE;2704861 -- 7410646;coldirafaeluribeur6@educacionbogota.edu.co;;110611;A;MIXTO;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;JOHN WILLIAM VASQUEZ MORA;CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS;AFRODESCENDIENTES-INDIGENAS;;;AAA0016BSKL;612;2;42;VENECIA;002406;-74,13209;4,58329;19;TUNJUELITO
435;6;TUNJUELITO;11100114200;111001014206;COLEGIO MARCO FIDEL SUAREZ (IED);8605325390;11100114200;111001014206;MARCO FIDEL SUAREZ;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;DG 52 SUR # 25 - 00  --  KR 25 # 52 C - 92 SUR;EL CARMEN ;7412113  --  2700366;coldimarcofidelsua6@educacionbogota.edu.co;www.colegiomarcofidelsuarez6.blogspot.com;110621;A;MIXTO;JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;;;;;;;;;;;;;;;;;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;;;;;ACADEMICO;ACADEMICA;;MIGUEL ANGEL GOMEZ PAEZ;CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL EN TECNOLOGIA;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0015AAEA;605;2;42;VENECIA;002407;-74,13317;4,57941;19;TUNJUELITO
436;6;TUNJUELITO;11100114218;111001014214;COLEGIO CIUDAD DE BOGOTA (IED);8301103964;11100114218;111001014214;CIUDAD DE BOGOTA;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 25 # 53 B - 32 SUR;TUNAL ORIENTAL;2389888  --  2707792;coldiciudaddebogot6@educacionbogota.edu.co  --  cedciudadbogota6@gmail.com;;110621;A;MIXTO;;;;;;;;;;;;;;;;;PREJARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;PREJARDIN;PREESCOLAR ESCOLARIZADO;SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;;;;;ACADEMICO;ACADEMICA;DISEÑO-- TECNOLOGIA-- INGLES--ADMINISTRACION ;JORGE HELI OVALLE;TALENTO CIENTIFICO-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0015DCNX;606;3;42;VENECIA;002411;-74,13841;4,57749;19;TUNJUELITO
437;6;TUNJUELITO;11100114218;111001014214;COLEGIO CIUDAD DE BOGOTA (IED);8301103964;11100118272;111001018279;ROCKEFELLER;2;B;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 27 # 55 A - 18 SUR;SAN VICENTE FERRER;2309040;coldiciudaddebogot6@educacionbogota.edu.co  --  cedciudadbogota6@gmail.com;;110611;A;MIXTO;;;;;;;;;;;;;;;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO;EDUCACION TRADICIONAL;;;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;;;;;;JORGE HELI OVALLE;TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS;AFRODESCENDIENTES-INDIGENAS;;;AAA0015SJNX;613;2;42;VENECIA;002402;-74,14025;4,57746;19;TUNJUELITO
438;6;TUNJUELITO;11100118205;111001018201;COLEGIO RUFINO JOSE CUERVO (IED);8001312301;11100118205;111001018201;RUFINO JOSE CUERVO;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 12 # 52 - 20  SUR ;ABRAHAM LINCOLN;7694936;escdirufinojosecue6@educacionbogota.edu.co;https://www.redacademica.edu.co/colegios/colegio-rufino-jose-cuervo-ied;110621;A;MIXTO;;;;;;;;;;;;;;;;;JARDIN|TRANSICION;PREESCOLAR SEMIESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO|ACELERACION;EDUCACION TRADICIONAL|ACELERACION DEL APRENDIZAJE;SEXTO|SEPTIMO;EDUCACION TRADICIONAL;;;JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;TERCERO|ACELERACION;EDUCACION TRADICIONAL|ACELERACION DEL APRENDIZAJE;OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;;;;;TECNICO;OTRA;;MARIA AMPARO ARIAS PARRA;TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0021TBYN;611;2;62;TUNJUELITO;002507;-74,12484;4,56007;19;TUNJUELITO
439;6;TUNJUELITO;11100118205;111001018201;COLEGIO RUFINO JOSE CUERVO (IED);8001312301;11100118108;111001015318;CECILIA DE LA FUENTE DE LLERAS;2;B;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 8 # 53 A - 40 SUR;ABRAHAM LINCOLN;2796140;escdirufinojosecue6@educacionbogota.edu.co;https://www.redacademica.edu.co/colegios/colegio-rufino-jose-cuervo-ied;110621;A;MIXTO;;;;;;;;;;;;;;;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO;EDUCACION TRADICIONAL;;;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;;;;;;MARIA AMPARO ARIAS PARRA;TALENTO EXCEPCIONAL EN TECNOLOGIA;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0021SOMR;610;2;62;TUNJUELITO;002507;-74,12392;4,55551;19;TUNJUELITO
440;6;TUNJUELITO;11100118205;111001018201;COLEGIO RUFINO JOSE CUERVO (IED);8001312301;11100129088;111001029084;NUEVO TUNJUELITO;3;C;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;CL 58 A SUR # 12 A - 25;TUNJUELITO;7696035;escdirufinojosecue6@educacionbogota.edu.co;https://www.redacademica.edu.co/colegios/colegio-rufino-jose-cuervo-ied;110621;A;MIXTO;;;;;;;;;;;;;;;;;TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO;EDUCACION TRADICIONAL;;;;;TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|ACELERACION;EDUCACION TRADICIONAL|ACELERACION DEL APRENDIZAJE;;;;;;;;;;;;;;;;;;;;MARIA AMPARO ARIAS PARRA;TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE;INDIGENAS-NEGRITUDES;;;AAA0021UOLF;617;2;62;TUNJUELITO;002508;-74,12930;4,55905;19;TUNJUELITO
441;6;TUNJUELITO;11100118205;111001018201;COLEGIO RUFINO JOSE CUERVO (IED);8001312301;;111001110264;SEDE D;4;D;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;CL 58 A SUR # 12 A - 25;SAN BENITO;7146407;escdirufinojosecue6@educacionbogota.edu.co;https://www.redacademica.edu.co/colegios/colegio-rufino-jose-cuervo-ied;110621;A;MIXTO;;;;;;;;;;;;;;;;;;;TERCERO|CUARTO;EDUCACION TRADICIONAL;;;;;;;TERCERO|CUARTO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;;;;;;MARIA AMPARO ARIAS PARRA;;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0021UOLF;;2;62;TUNJUELITO;002509;-74,12930;4,55905;19;TUNJUELITO
442;6;TUNJUELITO;11100119414;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED);8300174428;11100119414;111001019411;INEM SANTIAGO PEREZ;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 24 # 48 C  - 86 SUR;SAMORE;2798398--2790555--2790988--2790354;inemsantiagoperez6@educacionbogota.edu.co;;110621;A;MIXTO;;;;;;;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;;;TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;ACADEMICO-TECNICO;ACADEMICA-COMERCIAL-OTRA;CIENCIAS NATURALES-SOCIALES-INGLES-ESPAÑOL-ARTES;WILSON ALFONSO GUTIERREZ PABON;CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO-TALENTO EXCEPCIONAL EN TECNOLOGIA;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-PALENQUEROS-ROM;;;AAA0016RTBS;615;SIN ESTRATO;42;VENECIA;002406;-74,13200;4,57611;19;TUNJUELITO
443;6;TUNJUELITO;11100119414;111001019411;COLEGIO INEM SANTIAGO PEREZ (IED);8300174428;11100138257;111001038253;AGUSTIN CODAZZI;2;B;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;CL 48 B SUR # 28 - 56;SAMORE;2384234  --  5141506;inemsantiagoperez6@educacionbogota.edu.co;;110611;A;MIXTO;;;;;;;;;;;;;;;;;;;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;;;;;;;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;;;;;;WILSON ALFONSO GUTIERREZ PABON;;AFRODESCENDIENTES-NEGRITUDES;;;AAA0016BLNX;619;2;42;VENECIA;002406;-74,13203;4,58303;19;TUNJUELITO
444;6;TUNJUELITO;11100132453;111001032450;COLEGIO BERNARDO JARAMILLO (IED);8300243721;11100132453;111001032450;BERNARDO JARAMILLO;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;DG 47 SUR # 19 B - 19;SANTA LUCIA SUR;2795386;cedbernardojarami18@educacionbogota.edu.co;;110621;A;MIXTO;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;;;;;;;;;;;;;;;;;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;;;;;ACADEMICO;ACADEMICA;GESTION EMPRESARIAL ;ESPERANZA GOMEZ ANGARITA;CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN TECNOLOGIA;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0014WPEA;625;3;42;VENECIA;002205;-74,12652;4,57130;19;TUNJUELITO
445;6;TUNJUELITO;11100175730;111001075736;COLEGIO ISLA DEL SOL (IED);8300397971;11100175730;111001075736;ISLA DEL SOL;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;CL 67 B SUR # 63 - 15;ISLA DEL SOL;7131213  --  7132418;cedisladelsol6@educacionbogota.edu.co  --  colegioisladelsol@gmail.com;https://www.redacademica.edu.co/colegios/colegio-isla-del-sol-ied  --  http://isladelsolinteractiva.blogspot.com/;110611;A;MIXTO;;;;;;;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;;;JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;ACADEMICO;ACADEMICA;;ISABEL ASTIASUAINZARRA GAITAN;TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS NATURALES O BASICAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS-TALENTO EXCEPCIONAL EN TECNOLOGIA;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0016UEEP;621;2;42;VENECIA;002409;-74,15247;4,58943;3;ARBORIZADORA
446;6;TUNJUELITO;11100175951;111001075957;COLEGIO SAN CARLOS (IED);8300739561;11100175951;111001075957;JOSE ANTONIO RICAURTE;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 18 # 56 A - 45 SUR;SAN CARLOS;7694494 - 7676178;escdijoseantoniori6@educacionbogota.edu.co;http://distritalsancarlos.blogspot.com/;110621;A;MIXTO;;;;;;;;;;;;;;;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;SEGUNDO|TERCERO|CUARTO|QUINTO|ACELERACION;EDUCACION TRADICIONAL|ACELERACION DEL APRENDIZAJE;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;SEGUNDO|TERCERO|CUARTO|QUINTO|ACELERACION;EDUCACION TRADICIONAL|ACELERACION DEL APRENDIZAJE;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;;;CICLO2;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;CICLO3|CICLO4;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;CICLO5;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;;;;;;;ACADEMICO;ACADEMICA;REPRESENTACION GRAFICA ELECTRONICA;NELFA BELEN RINCON LEAL;CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ARTES Y LETRAS;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0020SOPP;622;2;62;TUNJUELITO;002501;-74,13235;4,56442;19;TUNJUELITO
447;6;TUNJUELITO;11100175951;111001075957;COLEGIO SAN CARLOS (IED);8300739561;11100118060;111001018066;SAN CARLOS;2;B;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 19 # 50 - 37 SUR;SANTA LUCIA;7694494;escdijoseantoniori6@educacionbogota.edu.co;http://distritalsancarlos.blogspot.com/;110621;A;MIXTO;;;;;;;;;;;;;;;;;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;PREJARDIN|JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;;;;;ACADEMICO;ACADEMICA;REPRESENTACION GRAFICA ELECTRONICA;NELFA BELEN RINCON LEAL;TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN TECNOLOGIA;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0013JOXS;609;3;62;TUNJUELITO;002501;-74,12812;4,56951;19;TUNJUELITO
448;6;TUNJUELITO;11100186634;111001086631;COLEGIO SAN BENITO ABAD (IED);8300687857;11100186634;111001086631;DIANA TURBAY;1;A;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;CL 58 SUR # 19 B - 67;SAN BENITO;2793585  --  3043991588;ceddianaturbay6@educacionbogota.edu.co;;110621;A;MIXTO;;;;;;;;;;;;;;;;;PREJARDIN;PREESCOLAR ESCOLARIZADO;CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;TERCERO|CUARTO|QUINTO;EDUCACION TRADICIONAL;SEXTO|SEPTIMO|OCTAVO|NOVENO;EDUCACION TRADICIONAL;DECIMO|ONCE;EDUCACION TRADICIONAL;;;;;;;;;;;;;ACADEMICO;ACADEMICA;;FABIO ARTURO ROZO RUIZ;;AFRODESCENDIENTES-INDIGENAS-NEGRITUDES;;;AAA0022CDUH;623;2;62;TUNJUELITO;002509;-74,13709;4,56664;19;TUNJUELITO
449;6;TUNJUELITO;11100186634;111001086631;COLEGIO SAN BENITO ABAD (IED);8300687857;11100125627;111001025623;SAN BENITO;2;B;OFICIAL;DISTRITAL;OFICIAL;ANTIGUO ACTIVO;URBANA;KR 19 # 56 A - 25 SUR;SAN CARLOS;2799472  --  3057985052;ceddianaturbay6@educacionbogota.edu.co;;110621;A;MIXTO;;;;;;;;;;;;;;;;;JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO;EDUCACION TRADICIONAL;;;;;JARDIN|TRANSICION;PREESCOLAR ESCOLARIZADO;PRIMERO|SEGUNDO|TERCERO;EDUCACION TRADICIONAL;;;;;;;;;;;;;;;;;;;;FABIO ARTURO ROZO RUIZ;TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE;AFRODESCENDIENTES;;;AAA0020RXNN;616;2;62;TUNJUELITO;002501;-74,13440;4,56624;19;TUNJUELITO
